"","tracking_id","ES_1","ES_0","ES_2","DefEnd_1","DefEnd_0","DefEnd_2","gene_short_name","es_mean","de_mean","xlog2","tstat","p","Bonf_p"
"1510","XLOC_001510",425.242,483.446,454.729,733.28,745.935,1102.7,"POMGNT1",454.472333333333,860.638333333333,0.921214629269804,-3.32252451963118,0.0798826192661053,1
"21253","XLOC_021255",751.467,723.578,648.616,1369.92,1419.01,1232.37,"DDHD2",707.887,1340.43333333333,0.921108482041195,-9.92320288405167,0.0100032568510806,1
"13466","XLOC_013467",6.18855,8.74655,8.36924,8.45628,3.46947,32.1818,"SGK2",7.76811333333333,14.7025166666667,0.920426971624428,-0.779740696349893,0.517167185360782,1
"12100","XLOC_012101",760.308,717.217,665.354,1551.12,1412.07,1092.29,"KDM3A",714.293,1351.82666666667,0.920322290615811,-4.60045727311285,0.0441444155922535,1
"20939","XLOC_020941",4.4204,3.9757,5.57949,8.45628,10.4084,7.57219,"SLC26A5",4.65853,8.81229,0.91964218886891,-4.30597990308677,0.0499284494638518,1
"4003","XLOC_004003",70.7263,62.8161,53.0052,112.348,143.983,96.5454,"ZNF214",62.1825333333333,117.625466666667,0.919619147928424,-3.73152026920684,0.0649035681294038,1
"8465","XLOC_008466",1599.3,1513.95,1431.84,2847.35,3008.03,2739.24,"CMTM4",1515.03,2864.87333333333,0.919124991864186,-14.6977286973014,0.00459723451632087,1
"7308","XLOC_007309",0.884079,1.59028,0,1.20804,3.46947,0,"GOLGA6L6",0.824786333333333,1.55917,0.918685904436046,-0.658024251009017,0.578137220583241,1
"12273","XLOC_012274",527.795,509.685,495.877,1023.21,1122.37,752.486,"ACVR2A",511.119,966.022,0.918396822968531,-4.10102066913499,0.0546318851683574,1
"20234","XLOC_020235",617.087,648.04,608.862,922.942,976.655,1642.22,"WBSCR17",624.663,1180.60566666667,0.918377187633259,-2.40008377576526,0.138442458994204,1
"15342","XLOC_015343",7.95671,6.36113,4.18462,12.0804,8.67367,14.1979,"GHRL",6.16748666666667,11.6506566666667,0.917656675163588,-2.81861352100892,0.106196068973674,1
"20878","XLOC_020880",19.4497,19.8785,15.3436,32.6171,45.1031,25.5561,"MGC72080",18.2239333333333,34.4254333333333,0.917640440020789,-2.74849123417824,0.110804820340086,1
"10537","XLOC_010538",44.204,50.889,55.7949,72.4824,88.4714,123.995,"CRTC1",50.2959666666667,94.9829333333333,0.917225599169267,-2.86659544532806,0.103197401649308,1
"273","XLOC_000273",5.30448,3.18056,1.39487,9.66432,5.2042,3.78609,"GJB4",3.29330333333333,6.21820333333333,0.916962394063624,-1.39226530307721,0.298444649287849,1
"5983","XLOC_005984",888.5,846.03,827.16,1482.26,1835.35,1517.28,"TRPC4",853.896666666667,1611.63,0.916387166753743,-6.66015209838309,0.021809245475244,1
"4401","XLOC_004401",0.884079,1.59028,2.78975,3.62412,3.46947,2.83957,"OR7E2P",1.754703,3.31105333333333,0.916063387891243,-2.56920839992023,0.123949572462071,1
"12048","XLOC_012049",206.875,252.06,234.339,373.284,428.479,506.39,"NAGK",231.091333333333,436.051,0.916033725619816,-5.02517441542736,0.0373931702809378,1
"7911","XLOC_007912",10.609,12.7223,9.76411,14.4965,24.2863,23.6631,"ITGAL",11.0318033333333,20.8153,0.915975708519752,-2.97866407851475,0.0966458909971544,1
"610","XLOC_000610",602.942,610.668,601.888,1162.13,1018.29,1244.68,"PTGFRN",605.166,1141.7,0.915780769112726,-8.10418585061148,0.0148866946757256,1
"10437","XLOC_010438",62.7696,67.587,64.1642,126.844,128.37,111.69,"ZNF763",64.8402666666667,122.301333333333,0.915478202951928,-10.4229684249047,0.00907968408272301,1
"5157","XLOC_005158",1480.83,1319.14,1219.12,2749.5,2576.08,2254.62,"KDM5A",1339.69666666667,2526.73333333333,0.915367029512157,-7.24679780038236,0.0185146076647405,1
"4500","XLOC_004500",23.8701,23.8542,32.0821,38.6573,39.8989,71.9358,"LOC100652768",26.6021333333333,50.164,0.91511044505205,-2.09790261616065,0.170808612200608,1
"22956","XLOC_022958",145.873,137.559,107.405,230.736,244.597,261.24,"REPS2",130.279,245.524333333333,0.914261462702474,-7.87210068815386,0.0157564683162191,1
"23044","XLOC_023046",44.204,40.5522,49.518,66.4422,50.3073,136.299,"WDR13",44.7580666666667,84.3495,0.914231796480399,-1.49305166489047,0.273985062503642,1
"17517","XLOC_017518",171.511,160.618,147.857,317.714,345.212,241.363,"PPIC",159.995333333333,301.429666666667,0.913791587878971,-4.44653089313575,0.0470375860945004,1
"15498","XLOC_015499",126.423,100.983,101.128,235.568,197.76,185.519,"LUST",109.511333333333,206.282333333333,0.913540087447951,-5.60201364286421,0.030418403798804,1
"12845","XLOC_012846",332.414,282.275,297.108,558.114,567.258,591.577,"ZNF514",303.932333333333,572.316333333333,0.913062618816485,-14.9833005226622,0.00442481427908455,1
"21246","XLOC_021248",2.65224,0,0,1.20804,0,3.78609,"ZNF703",0.88408,1.66471,0.913022045734238,-0.548127906917913,0.638610057452594,1
"18216","XLOC_018217",702.843,694.953,733.703,1398.91,1504.01,1110.27,"RNF146",710.499666666667,1337.73,0.912881082064098,-5.30204859200123,0.0337802127469951,1
"18853","XLOC_018854",656.871,643.269,514.708,1226.16,1209.11,980.598,"LATS1",604.949333333333,1138.62266666667,0.91240350329238,-5.85132024222438,0.0279870176433402,1
"17087","XLOC_017088",7.95671,7.95141,5.57949,9.66432,26.021,4.73262,"SNORA74A",7.16253666666667,13.4726466666667,0.911490767871572,-0.973455471320242,0.433003118065104,1
"6763","XLOC_006764",93.7124,104.959,69.0462,154.629,180.412,168.481,"ENTPD5",89.2392,167.840666666667,0.911342827986947,-6.06460945506195,0.0261281690493555,1
"11272","XLOC_011273",74.2627,67.587,76.718,153.421,143.983,113.583,"ZNF799",72.8559,136.995666666667,0.911012545637741,-5.20406691896155,0.0349975762592571,1
"10164","XLOC_010165",3233.08,2943.61,2866.46,5796.17,6217.28,4987.23,"ZNF24",3014.38333333333,5666.89333333333,0.910695153819776,-7.02134057434251,0.0196872666998389,1
"11903","XLOC_011904",248.426,245.699,242.01,416.774,418.071,548.984,"C2orf18",245.378333333333,461.276333333333,0.910623408002718,-4.91853052163709,0.038937755035184,1
"6706","XLOC_006707",0.884079,0.795141,1.39487,4.83216,0,0.946523,"SLC35F4",1.02469666666667,1.92622766666667,0.910581327097905,-0.604974561580653,0.606694269815034,1
"15468","XLOC_015469",366.009,346.681,284.554,688.582,582.87,602.935,"PRKAR2A",332.414666666667,624.795666666667,0.910400410032879,-7.18809202559412,0.0188097492087837,1
"661","XLOC_000661",0.884079,1.59028,4.18462,2.41608,3.46947,6.62566,"HIST2H2AC",2.21965966666667,4.17040333333333,0.909848428463755,-1.2083210879451,0.350406299655145,1
"6765","XLOC_006766",588.797,648.04,610.257,995.424,950.634,1522.96,"ABCD4",615.698,1156.33933333333,0.909270038460803,-2.92903703013326,0.0994719197284639,1
"7354","XLOC_007355",471.214,515.251,504.944,1072.74,1058.19,669.192,"GOLGA8A",497.136333333333,933.374,0.908813733389095,-3.28430035056204,0.0815302908806914,1
"2401","XLOC_002401",15.0293,14.3125,21.6205,26.5769,41.6336,27.4492,"ZNF487P",16.9874333333333,31.8865666666667,0.908480876959021,-2.75608925915547,0.110291939360381,1
"6262","XLOC_006263",962.762,911.232,887.139,1932.86,1883.92,1365.83,"C14orf135",920.377666666667,1727.53666666667,0.908418450365575,-4.41624683882729,0.0476393835460566,1
"5012","XLOC_005013",371.313,321.237,322.216,620.932,641.851,641.743,"CHST11",338.255333333333,634.842,0.908284895812332,-16.5369851222894,0.00363674759635032,1
"13334","XLOC_013335",13.2612,15.9028,8.36924,26.5769,27.7557,16.0909,"SPTLC3",12.51108,23.4745,0.90788809588294,-2.54103052672892,0.126212304715668,1
"14020","XLOC_014021",271.412,291.817,278.277,495.296,501.338,582.112,"LOC642852",280.502,526.248666666667,0.907733615497003,-8.58627202399629,0.0132942091002551,1
"1536","XLOC_001536",298.819,325.213,329.19,566.57,548.176,672.978,"CC2D1B",317.740666666667,595.908,0.907239867563089,-6.94557924216646,0.0201061631863772,1
"13002","XLOC_013003",80.4512,65.9967,62.7693,95.4351,138.779,158.069,"PLA2R1",69.7390666666667,130.761033333333,0.90689372164712,-3.16152854392856,0.0871651233717952,1
"14229","XLOC_014230",444.692,410.293,415.672,748.984,751.14,882.16,"HIC2",423.552333333333,794.094666666667,0.906770768826314,-8.17714158530495,0.014628018152932,1
"6220","XLOC_006221",1.76816,2.38542,0.697436,1.20804,6.93893,0.946523,"SNORD127",1.61700533333333,3.03116433333333,0.906547632134573,-0.70127331169994,0.555745237301474,1
"9125","XLOC_009126",694.886,796.731,712.083,1307.1,1249.01,1574.07,"KCTD2",734.566666666667,1376.72666666667,0.90627682157962,-6.12051687905529,0.0256711559223492,1
"22750","XLOC_022752",15890.4,16022.1,17537,35521.2,33766.6,23359.3,"HSPA5",16483.1666666667,30882.3666666667,0.905789884835896,-3.75755001007348,0.0640917643588559,1
"15646","XLOC_015647",49.5084,39.757,28.5949,72.4824,76.3283,71.9358,"ZNF80",39.2867666666667,73.5821666666667,0.905312720182238,-5.53343365288659,0.0311419963002219,1
"2522","XLOC_002522",1197.04,1107.63,1145.19,2115.28,1963.72,2380.51,"TSPAN14",1149.95333333333,2153.17,0.904886913783632,-8.0562312283915,0.0150604523715655,1
"15333","XLOC_015334",53.9288,50.0939,47.4257,68.8582,95.4103,119.262,"CAMK1",50.4828,94.5101666666667,0.904677600757288,-2.999319767688,0.0955032671478567,1
"18698","XLOC_018699",426.126,397.57,437.293,821.467,850.019,689.069,"KIAA1009",420.329666666667,786.851666666667,0.904570406916056,-7.1905916331972,0.0187970404665976,1
"20418","XLOC_020419",1547.14,1331.86,1382.32,2875.13,3028.84,2072.89,"NAA38",1420.44,2658.95333333333,0.904520564263363,-4.0818854259017,0.0551036371090276,1
"11388","XLOC_011389",437.619,376.102,366.154,682.542,843.08,682.443,"ZNF626",393.291666666667,736.021666666667,0.904148618505668,-5.90839370920448,0.0274709027254223,1
"12835","XLOC_012836",12.3771,25.4445,20.2257,26.5769,55.5115,26.5027,"RGPD1,RGPD2",19.3491,36.1970333333333,0.903604997835307,-1.62356658646405,0.24595047891323,1
"22270","XLOC_022272",488.012,576.477,525.17,956.767,966.247,1050.64,"ODF2",529.886333333333,991.218,0.903519467992427,-11.7255357386443,0.00719494944399842,1
"21629","XLOC_021631",2408.23,2425.98,2534.48,5053.23,5098.38,3630.86,"TMEM66",2456.23,4594.15666666667,0.903354395127786,-4.42234158427945,0.0475173680548352,1
"16306","XLOC_016307",45.9721,50.0939,46.7282,80.9386,86.7367,99.385,"NPY5R",47.5980666666667,89.0201,0.903228145944955,-7.40811309480332,0.0177381498347341,1
"9760","XLOC_009761",76.0308,68.3821,69.0462,141.341,161.33,96.5454,"MIR5047",71.1530333333333,133.072133333333,0.903211320893945,-3.20677110437188,0.0850254766634471,1
"22804","XLOC_022806",1134.27,1102.86,1002.91,2114.07,2050.45,1893.05,"TSC1",1080.01333333333,2019.19,0.902727547202405,-12.2441056298141,0.00660430153713504,1
"4759","XLOC_004759",2118.25,1934.58,1670.36,3903.18,3686.31,3110.28,"ARID2",1907.73,3566.59,0.902688377318993,-6.14512983461022,0.0254737025413492,1
"13062","XLOC_013063",1246.55,1161.7,924.103,2381.05,2088.62,1757.69,"TTN",1110.78433333333,2075.78666666667,0.902079447823738,-4.72364984398416,0.0420130304576089,1
"5541","XLOC_005542",79.5671,65.2016,73.9283,148.589,157.861,102.225,"PPFIA2",72.899,136.225,0.902020561440756,-3.57582123544931,0.0700852381153751,1
"4101","XLOC_004101",305.007,279.89,296.41,584.691,579.401,482.727,"TRAF6",293.769,548.939666666667,0.901965429572463,-7.51582973116005,0.0172463309513562,1
"4771","XLOC_004771",189.193,162.209,170.872,259.728,263.679,452.438,"CACNB3",174.091333333333,325.281666666667,0.901845128241957,-2.35925412401237,0.142292401084815,1
"1328","XLOC_001328",603.826,551.828,461.006,507.377,579.401,1933.75,"HSPG2",538.886666666667,1006.84266666667,0.901784462970355,-1.00464337900244,0.420866638519513,1
"12695","XLOC_012696",7.95671,7.15627,9.76411,8.45628,8.67367,29.3422,"HAAO",8.29236333333333,15.4907166666667,0.901548655675955,-1.03293415460959,0.410180563552768,1
"23496","XLOC_023498",160.902,128.813,118.564,252.48,211.637,298.155,"SLC9A7",136.093,254.090666666667,0.900750519733255,-4.20601815097181,0.0521452466211325,1
"21489","XLOC_021491",53.9288,50.0939,54.4,53.1537,58.9809,183.626,"HEATR7A",52.8075666666667,98.5868666666667,0.900650804927733,-1.07527074973644,0.394749607305352,1
"21046","XLOC_021048",200.686,193.219,190.4,310.466,329.599,450.545,"DENND2A",194.768333333333,363.536666666667,0.900341749119775,-3.83908060581017,0.0616422509307663,1
"13658","XLOC_013659",336.834,280.685,284.554,618.516,589.809,475.155,"TMX4",300.691,561.16,0.900130488827689,-5.49640389511597,0.0315433098180896,1
"9883","XLOC_009884",481.823,470.723,485.416,733.28,725.119,1224.8,"ARHGDIA",479.320666666667,894.399666666667,0.899928505133508,-2.51142730614433,0.128652229391153,1
"17668","XLOC_017669",878.775,868.294,821.58,1702.13,1831.88,1256.98,"SLU7",856.216333333333,1596.99666666667,0.899314039470962,-4.23373361398885,0.0515164360303713,1
"11111","XLOC_011112",16.7975,15.1077,11.8564,20.5367,15.6126,45.4331,"FAM108A1",14.5872,27.1941333333333,0.89859246258803,-1.34937500236455,0.309673134940717,1
"17060","XLOC_017061",150.293,142.33,130.421,271.809,270.618,246.096,"TCF7",141.014666666667,262.841,0.898345113709114,-11.9715491146107,0.00690530212790171,1
"21856","XLOC_021858",2186.33,2188.23,2265.97,4406.93,4558.88,3405.59,"FAM84B",2213.51,4123.8,0.897638474066788,-5.2665095462311,0.0342144462039454,1
"7597","XLOC_007598",263.456,252.06,313.149,514.625,627.973,400.379,"MEX3B",276.221666666667,514.325666666667,0.896855662869759,-3.48486185870119,0.0733933379958492,1
"14625","XLOC_014626",60.1174,42.1425,53.0052,84.5628,74.5935,129.674,"PDGFB",51.7550333333333,96.2767666666667,0.895488515653472,-2.51074216906538,0.128709476709837,1
"22132","XLOC_022134",1254.51,1257.91,1338.38,2455.94,2643.73,2062.47,"HIATL1",1283.6,2387.38,0.895232524172762,-6.36403188878201,0.0238124283353948,1
"4018","XLOC_004018",1.76816,0.795141,1.39487,1.20804,5.2042,0.946523,"ASCL3",1.31939033333333,2.452921,0.894629330493544,-0.805889876899314,0.504895195976416,1
"22231","XLOC_022233",1.76816,0.795141,1.39487,1.20804,5.2042,0.946523,"LHX2",1.31939033333333,2.452921,0.894629330493544,-0.805889876899314,0.504895195976416,1
"22244","XLOC_022246",104.321,134.379,108.8,223.487,192.555,230.005,"FAM125B",115.833333333333,215.349,0.894626147145579,-6.69279770651909,0.0216038335135947,1
"2326","XLOC_002326",127.307,128.813,126.236,217.447,301.844,191.198,"C10orf47",127.452,236.829666666667,0.893895800119061,-3.27605513502472,0.0818920996457036,1
"6053","XLOC_006054",570.231,558.189,504.944,1007.5,1129.31,898.251,"KLF12",544.454666666667,1011.687,0.893879177108286,-6.7050836248267,0.0215272711807378,1
"4679","XLOC_004679",7.07263,6.36113,9.76411,16.9126,13.8779,12.3048,"PRH2",7.73262333333333,14.3651,0.893538191739622,-3.89299314319282,0.0600964931326594,1
"11742","XLOC_011743",395.183,377.692,381.498,728.448,806.651,608.615,"ZNF321P,ZNF816,ZNF816-ZNF321P",384.791,714.571333333333,0.893002982220236,-5.70239026467693,0.0294032946325781,1
"531","XLOC_000531",814.237,797.526,916.432,1616.36,1764.22,1312.83,"RTCD1",842.731666666667,1564.47,0.892528751642829,-5.23139453987629,0.0346516277283764,1
"2967","XLOC_002967",1042.33,1077.42,1039.88,2182.93,1878.72,1803.13,"USP54",1053.21,1954.92666666667,0.892321365442169,-7.72660079934581,0.0163408729520844,1
"15684","XLOC_015685",801.86,802.297,773.457,1619.98,1765.96,1026.98,"SNX4",792.538,1470.97333333333,0.892219077557808,-2.99977146998123,0.0954784955095424,1
"4900","XLOC_004900",245.774,229.796,210.626,407.109,494.399,371.984,"TSPAN31",228.732,424.497333333333,0.892097275497729,-5.18121477687046,0.0352907894470114,1
"6340","XLOC_006341",1.76816,0.795141,2.78975,3.62412,3.46947,2.83957,"ESRRB",1.78435033333333,3.31105333333333,0.891891352415906,-2.44728225019051,0.134169910821909,1
"22571","XLOC_022573",925.631,822.176,696.042,1645.35,1507.48,1381.92,"GNAQ",814.616333333333,1511.58333333333,0.891867870423455,-6.90302005228679,0.0203473095569955,1
"8965","XLOC_008966",594.985,623.391,704.411,1086.03,1370.44,1110.27,"HEXIM1",640.929,1188.91333333333,0.891407098843961,-5.66358260863243,0.0297897369542785,1
"16514","XLOC_016515",9.72487,13.5174,16.7385,24.1608,32.9599,17.0374,"TMPRSS11B",13.3269233333333,24.7193666666667,0.891298023650962,-2.26433608785285,0.151833980175199,1
"5676","XLOC_005677",343.907,368.15,402.421,553.282,666.138,847.138,"MSI1",371.492666666667,688.852666666667,0.890861717133735,-3.63724692967688,0.0679718419123776,1
"7441","XLOC_007442",575.536,610.668,520.288,1215.29,1120.64,828.208,"SPPL2A",568.830666666667,1054.71266666667,0.890778871431051,-4.06818864470146,0.0554449663112876,1
"5934","XLOC_005935",48.6244,53.2744,76.0206,126.844,130.105,72.8823,"N6AMT2",59.3064666666667,109.943766666667,0.890504484737052,-2.48294651920096,0.131062284195503,1
"5156","XLOC_005157",1.76816,1.59028,0.697436,1.20804,3.46947,2.83957,"SLC6A13",1.35195866666667,2.50569333333333,0.890158812092966,-1.5365692928297,0.264204959292716,1
"586","XLOC_000586",1.76816,4.77085,4.18462,7.24824,6.93893,5.67914,"C1orf162",3.57454333333333,6.62210333333333,0.889530581364818,-2.93979051645232,0.0988496769444661,1
"10314","XLOC_010315",83.9875,102.573,76.718,118.388,91.9409,277.331,"FZR1",87.7595,162.5533,0.889285633243552,-1.28062727679862,0.328769495807748,1
"5258","XLOC_005259",3022.67,2786.17,2706.75,5733.35,5441.86,4596.32,"LRP6",2838.53,5257.17666666667,0.889144227962043,-6.83370051679158,0.0207493757274126,1
"8814","XLOC_008815",1.76816,0.795141,2.09231,1.20804,1.73473,5.67914,"SH3GL1P2",1.55187033333333,2.87397,0.889036984223835,-0.903288197519691,0.461711078490428,1
"9154","XLOC_009155",322.689,327.598,331.98,688.582,667.872,461.903,"MFSD11",327.422333333333,606.119,0.888448336624929,-3.84912723532855,0.0613498526613227,1
"17164","XLOC_017165",38.8995,31.8056,41.8462,78.5226,50.3073,79.508,"SYNPO",37.5171,69.4459666666667,0.88834259214985,-3.18442807018322,0.0860726212574323,1
"18212","XLOC_018213",491.548,456.411,527.262,892.741,1096.35,741.128,"HINT3",491.740333333333,910.073,0.88808558116847,-3.98707754614374,0.0575308495703144,1
"11476","XLOC_011477",2.65224,1.59028,2.09231,2.41608,1.73473,7.57219,"LOC643669",2.11161,3.90766666666667,0.887964003868347,-0.961415033317942,0.437790026428845,1
"18695","XLOC_018696",1914.03,1878.92,1834.96,3893.51,3634.27,2886.9,"PGM3",1875.97,3471.56,0.887947349327259,-5.2725402050573,0.0341401831393334,1
"18290","XLOC_018291",0,1.59028,0,1.20804,1.73473,0,"OPRM1",0.530093333333333,0.980923333333333,0.887893986378125,-0.610867046674959,0.603463361529256,1
"5460","XLOC_005461",777.99,765.721,731.611,1343.34,1399.93,1464.27,"STAT2",758.440666666667,1402.51333333333,0.886906259252505,-17.1351547229276,0.00338853621621017,1
"16951","XLOC_016952",696.654,660.762,639.549,1366.29,1325.34,999.529,"JMY",665.655,1230.38633333333,0.886264836841478,-4.81757762121685,0.0404879231805799,1
"5146","XLOC_005147",53.0448,39.757,47.4257,80.9386,81.5325,96.5454,"PXMP2",46.7425,86.3388333333333,0.885274700263456,-6.1912071733159,0.0251100517487696,1
"240","XLOC_000240",0.884079,0.795141,0,1.20804,0,1.89305,"LOC100129196",0.55974,1.03369666666667,0.884984141767057,-0.763630392838024,0.524872729696048,1
"6356","XLOC_006357",0.884079,0.795141,0,1.20804,0,1.89305,"LOC283585",0.55974,1.03369666666667,0.884984141767057,-0.763630392838024,0.524872729696048,1
"21873","XLOC_021875",150.293,143.921,125.539,324.963,202.964,247.043,"ST3GAL1",139.917666666667,258.323333333333,0.884599826818708,-3.2501634081527,0.0830433599583474,1
"11732","XLOC_011733",178.584,172.546,158.318,355.164,300.109,284.904,"ZNF432",169.816,313.392333333333,0.883997491420694,-6.47573067313259,0.0230259484707949,1
"13097","XLOC_013098",2541.73,2385.42,2144.62,4386.39,4800.01,3858.03,"PGAP1",2357.25666666667,4348.14333333333,0.883290645509298,-6.7246938200726,0.0214058975665239,1
"13372","XLOC_013373",309.428,310.9,329.887,498.92,534.298,719.358,"ENTPD6",316.738333333333,584.192,0.883151121403299,-3.89493423762777,0.0600418936317761,1
"17711","XLOC_017712",144.989,164.594,191.098,222.279,213.372,487.46,"PDLIM7",166.893666666667,307.703666666667,0.882612427360848,-1.54902945903725,0.261486569225187,1
"7131","XLOC_007132",1569.24,1544.96,1493.21,2994.73,2877.92,2619.98,"MAP2K1",1535.80333333333,2830.87666666667,0.882255412283788,-11.4652833016741,0.00752157750507625,1
"10650","XLOC_010651",129.076,115.295,116.472,256.104,237.658,171.321,"ZNF420",120.281,221.694333333333,0.882163126906989,-3.88281567767285,0.0603839514811563,1
"16673","XLOC_016674",121.119,102.573,96.2462,199.326,235.924,154.283,"PABPC4L",106.646066666667,196.511,0.881779314773961,-3.62925246009725,0.0682416366403127,1
"8719","XLOC_008720",1.76816,3.9757,4.18462,3.62412,5.2042,9.46523,"CDRT15P1",3.30949333333333,6.09785,0.881690297534018,-1.46140952395802,0.281384657933767,1
"12660","XLOC_012661",3.53632,4.77085,1.39487,6.0402,5.2042,6.62566,"ALK",3.23401333333333,5.95668666666667,0.881184445674343,-2.54695815015756,0.125731532399726,1
"7084","XLOC_007085",715.22,661.557,608.165,1394.08,1278.5,983.438,"AP4E1",661.647333333333,1218.67266666667,0.881176320924007,-4.4172021583585,0.0476202279743897,1
"1599","XLOC_001599",2.65224,1.59028,2.09231,3.62412,5.2042,2.83957,"C1orf173",2.11161,3.88929666666667,0.881165881110566,-2.33904325768076,0.144253168275021,1
"15612","XLOC_015613",6.18855,5.56599,14.6462,13.2884,27.7557,7.57219,"ABI3BP",8.80024666666667,16.20543,0.880861434614702,-1.10820285245013,0.383199294960886,1
"5872","XLOC_005873",1051.17,989.155,1072.66,2105.61,2114.64,1510.65,"DNAJC3",1037.66166666667,1910.3,0.880463097343564,-4.33277752236033,0.0493575877126416,1
"12047","XLOC_012048",5.30448,9.54169,4.88206,16.9126,5.2042,14.1979,"OR7E91P",6.57607666666667,12.1049,0.880292137337334,-1.44043119552078,0.286429101595219,1
"2592","XLOC_002592",216.599,179.702,142.277,366.036,305.313,319.925,"C10orf12",179.526,330.424666666667,0.880128591323181,-5.35130132833041,0.0331917286352624,1
"14243","XLOC_014244",179.468,150.282,161.108,213.823,284.496,405.112,"GNAZ",163.619333333333,301.143666666667,0.88010869017144,-2.43448295955665,0.13531021469688,1
"2963","XLOC_002963",20.3338,24.6494,25.8051,53.1537,36.4294,40.7005,"TTC18",23.5961,43.4278666666667,0.880072655735213,-3.75186668053799,0.064267751932804,1
"23019","XLOC_023021",434.967,414.268,422.647,809.386,886.449,644.582,"RP2",423.960666666667,780.139,0.879800773061424,-4.97533773022252,0.0381035488308815,1
"12283","XLOC_012284",423.474,382.463,354.995,809.386,771.956,554.663,"GALNT13",386.977333333333,712.001666666667,0.879631553322174,-3.97036266467117,0.0579748684132396,1
"9841","XLOC_009842",29.1746,35.7813,38.359,64.0261,50.3073,75.7219,"LOC100131096",34.4383,63.3517666666667,0.879370924008704,-3.68933541868669,0.066251202807631,1
"23632","XLOC_023635",1.76816,1.59028,4.18462,7.24824,0,6.62566,"POF1B",2.51435333333333,4.62463333333333,0.879151584348238,-0.855888332386891,0.482234084335601,1
"11872","XLOC_011873",286.442,308.515,281.764,599.188,494.399,518.695,"LPIN1",292.240333333333,537.427333333333,0.878914393722734,-7.49269339368183,0.0173502434810639,1
"7991","XLOC_007992",335.066,349.067,396.841,722.408,759.813,505.444,"HERPUD1",360.324666666667,662.555,0.878742803097626,-3.70974211123854,0.0655942793558363,1
"14029","XLOC_014030",727.597,654.401,744.862,1176.63,1249.01,1485.1,"PRMT2",708.953333333333,1303.58,0.878716552323923,-6.11919750419432,0.0256818043113018,1
"5033","XLOC_005034",459.721,415.859,435.898,774.353,785.834,849.978,"UBE3B",437.159333333333,803.388333333333,0.877938310156631,-13.702375947791,0.00528391025375502,1
"400","XLOC_000400",0.884079,1.59028,2.78975,6.0402,1.73473,1.89305,"LOC100507564",1.754703,3.22266,0.877025126427353,-0.968761290758756,0.434862605470309,1
"6704","XLOC_006705",3526.59,3258.49,3302.36,6527.04,7075.98,4918.14,"EXOC5",3362.48,6173.72,0.876614366564835,-4.30654949144653,0.0499162155260157,1
"16329","XLOC_016330",4284.25,3895.4,4139.29,7617.9,8508.87,6491.26,"SPCS3",4106.31333333333,7539.34333333333,0.876595155291349,-5.77290400094632,0.0287198395415359,1
"3894","XLOC_003894",820.426,896.124,917.826,1232.2,1361.77,2242.31,"IFITM3",878.125333333333,1612.09333333333,0.876436499202333,-2.30307222812802,0.147836430774795,1
"4959","XLOC_004960",46.8562,43.7328,36.9641,72.4824,95.4103,66.2566,"LRRIQ1",42.5177,78.0497666666667,0.876330762985794,-3.80723541701623,0.062582567950476,1
"8780","XLOC_008781",7.07263,7.95141,6.97436,7.24824,10.4084,22.7166,"LGALS9",7.3328,13.4577466666667,0.87600077277971,-1.29528000537403,0.324582137216884,1
"16708","XLOC_016709",2.65224,5.56599,2.09231,7.24824,6.93893,4.73262,"ANXA2P1",3.43684666666667,6.30659666666667,0.875776181784457,-2.14689393952539,0.164901568791976,1
"4743","XLOC_004743",1.76816,1.59028,1.39487,6.0402,1.73473,0.946523,"FLJ13224",1.58443666666667,2.907151,0.875636015023365,-0.833663178266775,0.492177785892617,1
"17169","XLOC_017170",929.167,842.054,896.903,1500.38,1649.73,1745.39,"GM2A",889.374666666667,1631.83333333333,0.875630499696614,-9.80907857134169,0.0102337961059345,1
"21182","XLOC_021184",600.29,643.269,617.231,1182.67,1311.46,920.021,"VPS37A",620.263333333333,1138.05033333333,0.875611618028009,-4.46921986671178,0.0465939803312499,1
"12950","XLOC_012951",88.4079,57.2502,36.9641,141.341,76.3283,117.369,"POTEF",60.8740666666667,111.679433333333,0.875463873587649,-2.1020971123244,0.170291692392513,1
"12753","XLOC_012754",1.76816,3.18056,2.78975,3.62412,8.67367,1.89305,"LOC644838",2.57949,4.73028,0.874839730148662,-1.0354478878562,0.409245724228112,1
"13153","XLOC_013154",11.493,8.74655,11.159,18.1206,24.2863,15.1444,"LOC646324",10.4661833333333,19.1837666666667,0.874150580793357,-3.08296176055835,0.0910680454115753,1
"3963","XLOC_003963",17.6816,22.2639,15.3436,31.409,32.9599,36.9144,"OR52A1",18.4297,33.7611,0.873329323658203,-5.87196275868246,0.0277987047928507,1
"12043","XLOC_012044",2122.67,1963.2,1968.17,3910.42,3979.48,3193.57,"PCYOX1",2018.01333333333,3694.49,0.872439516982136,-6.53221380250601,0.0226428295708189,1
"8503","XLOC_008504",1423.37,1457.49,1586.67,3026.14,3273.44,1878.85,"NQO1",1489.17666666667,2726.14333333333,0.872346500739787,-2.8601154379919,0.10359530928673,1
"6188","XLOC_006189",877.007,805.478,764.39,1516.09,1425.95,1536.21,"KHNYN",815.625,1492.75,0.871994667031285,-14.3327589455626,0.00483262755277205,1
